SalesOrderID,SalesOrderDetailID,OrderQty,ProductID,UnitPrice,LineTotal,OrderDate,DueDate,ShipDate,StatusId,OnlineOrderFlag,SalesPersonID,TerritoryID,ShipMethodID,TaxAmt,Freight,TotalDue
43662,41,1,732,356.898,356.898,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,34.350987,10.734683,401.974713
43662,42,6,758,874.794,5248.764,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,505.199289,157.874771,5911.834119
43662,43,1,729,183.9382,183.9382,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,17.702775,5.532117,207.157594
43662,44,3,722,178.5808,535.7424,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,51.565333,16.114166,603.416719
43662,45,1,749,2146.962,2146.962,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,206.647082,64.57721,2418.180891
43662,46,3,760,419.4589,1258.3767,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,121.119284,37.849775,1417.33595
43662,47,1,726,183.9382,183.9382,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,17.702775,5.532117,207.157594
43662,48,1,733,356.898,356.898,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,34.350987,10.734683,401.974713
43662,49,1,738,178.5808,178.5808,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,17.186594,5.370811,201.117256
43662,50,3,766,419.4589,1258.3767,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,121.119284,37.849775,1417.33595
43662,51,1,755,874.794,874.794,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,84.198494,26.312028,985.289449
43663,52,1,760,419.4589,419.4589,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,276,4,5,40.2681,12.5838,472.3108
43664,53,1,772,2039.994,2039.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,280,1,5,195.79277,61.185238,2296.954248
43664,54,4,775,2024.994,8099.976,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,280,1,5,777.418816,242.94337,9120.333953
43664,55,1,714,28.8404,28.8404,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,280,1,5,2.767091,0.864716,32.462285
43664,56,1,716,28.8404,28.8404,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,280,1,5,2.767091,0.864716,32.462285
43664,57,2,777,2024.994,4049.988,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,280,1,5,388.708235,121.471318,4560.153221
43664,58,3,771,2039.994,6119.982,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,280,1,5,587.383001,183.55718,6890.917764
43664,59,1,773,2039.994,2039.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,280,1,5,195.79277,61.185238,2296.954248
43664,60,1,778,2024.994,2024.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,280,1,5,194.352945,60.735293,2280.062855
43665,61,2,711,20.1865,40.373,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,3.869151,1.20911,45.438253
43665,62,1,773,2039.994,2039.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,195.565488,61.114216,2296.667794
43665,63,1,707,20.1865,20.1865,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,1.934575,0.604555,22.719127
43665,64,2,715,28.8404,57.6808,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,5.528538,1.727668,64.925641
43665,65,2,777,2024.994,4049.988,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,388.255255,121.329769,4559.563913
43665,66,2,712,5.1865,10.373,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,0.993431,0.310447,11.666579
43665,67,2,775,2024.994,4049.988,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,388.255255,121.329769,4559.563913
43665,68,1,778,2024.994,2024.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,194.127628,60.664885,2279.781957
43665,69,6,709,5.7,34.2,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,3.277496,1.024217,38.490014
43665,70,1,776,2024.994,2024.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,194.127628,60.664885,2279.781957
43666,71,1,764,419.4589,419.4589,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,276,4,5,40.346727,12.608353,472.411118
43666,72,1,753,2146.962,2146.962,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,276,4,5,206.512266,64.535086,2418.007553
43666,73,1,732,356.898,356.898,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,276,4,5,34.329299,10.727906,401.954354
43666,74,1,756,874.794,874.794,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,276,4,5,84.144769,26.295241,985.232937
43666,75,2,768,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,276,4,5,80.69394,25.216857,944.82793
43666,76,1,766,419.4589,419.4589,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,276,4,5,40.346727,12.608353,472.411118
43667,77,3,710,5.7,17.1,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,1.641137,0.512855,19.253822
43667,78,1,773,2039.994,2039.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,195.785867,61.183085,2296.960302
43667,79,1,778,2024.994,2024.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,194.346355,60.733238,2280.07195
43667,80,1,775,2024.994,2024.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,194.346355,60.733238,2280.07195
43668,81,3,756,874.794,2624.382,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,252.750415,78.984506,2956.089654
43668,82,2,753,2146.962,4293.924,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,413.542495,129.232031,4836.663425
43668,83,7,760,419.4589,2936.2123,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,282.784692,88.370217,3307.361141
43668,84,6,765,419.4589,2516.7534,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,242.38589,75.745591,2834.86941
43668,85,6,715,28.8404,173.0424,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,16.664939,5.207793,194.9079
43668,86,6,730,183.9382,1103.6292,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,106.286583,33.214558,1243.094568
43668,87,2,707,20.1865,40.373,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,3.887563,1.214863,45.467713
43668,88,2,711,20.1865,40.373,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,3.887563,1.214863,45.467713
43668,89,2,754,874.794,1749.588,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,168.501431,52.656698,1970.739932
43668,90,4,712,5.1865,20.746,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,1.997439,0.6242,23.361416
43668,91,2,729,183.9382,367.8764,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,35.427707,11.071159,414.35136
43668,92,3,755,874.794,2624.382,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,252.750415,78.984506,2956.089654
43668,93,3,761,419.4589,1258.3767,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,121.192945,37.872796,1417.434705
43668,94,2,770,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,80.794143,25.24817,944.942974
43668,95,3,726,183.9382,551.8146,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,53.141561,16.606738,621.52704
43668,96,2,764,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,80.794143,25.24817,944.942974
43668,97,2,766,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,80.794143,25.24817,944.942974
43668,98,2,725,183.9382,367.8764,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,35.427707,11.071159,414.35136
43668,99,1,716,28.8404,28.8404,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,2.776336,0.867605,32.471154
43668,100,2,768,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,80.794143,25.24817,944.942974
43668,101,4,732,356.898,1427.592,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,137.487475,42.964836,1608.010419
43668,102,6,758,874.794,5248.764,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,505.504293,157.970093,5912.219795
43668,103,4,762,419.4589,1677.8356,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,161.588285,50.49634,1889.885948
43668,104,3,738,178.5808,535.7424,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,51.594152,16.123173,603.429028
43668,105,4,714,28.8404,115.3616,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,11.108805,3.471502,129.925104
43668,106,3,722,178.5808,535.7424,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,51.594152,16.123173,603.429028
43668,107,1,708,20.1865,20.1865,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,1.94205,0.606891,22.713613
43668,108,3,733,356.898,1070.694,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,103.115606,32.223627,1206.007814
43668,109,3,763,419.4589,1258.3767,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,121.192945,37.872796,1417.434705
43669,110,1,747,714.7043,714.7043,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,70.5175,22.0367,807.2585
43670,111,1,710,5.7,5.7,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,3,5,0.547019,0.170943,6.41762
43670,112,2,709,5.7,11.4,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,3,5,1.094037,0.341887,12.835241
43670,113,2,773,2039.994,4079.988,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,3,5,391.571924,122.36623,4593.920116
43670,114,1,776,2024.994,2024.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,3,5,194.346145,60.733172,2280.068137
43671,115,1,753,2146.962,2146.962,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,206.226926,64.445901,2417.631951
43671,116,2,714,28.8404,57.6808,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,5.539872,1.73121,64.94483
43671,117,1,756,874.794,874.794,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,84.028036,26.258756,985.074399
43671,118,2,768,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,80.582306,25.181965,944.679538
43671,119,2,732,356.898,713.796,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,68.563242,21.426009,803.77809
43671,120,2,763,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,80.582306,25.181965,944.679538
43671,121,2,755,874.794,1749.588,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,168.056854,52.517756,1970.157951
43671,122,2,764,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,80.582306,25.181965,944.679538
43671,123,1,716,28.8404,28.8404,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,2.769546,0.865483,32.467838
43671,124,1,711,20.1865,20.1865,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,1.93876,0.605862,22.728402
43671,125,1,708,20.1865,20.1865,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,283,1,5,1.93876,0.605862,22.728402
43672,126,6,709,5.7,34.2,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,3.281171,1.025366,38.503969
43672,127,2,776,2024.994,4049.988,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,388.587277,121.433512,4560.003587
43672,128,1,774,2039.994,2039.994,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,195.732677,61.166455,2296.888653
43673,129,1,754,874.794,874.794,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,83.588998,26.121553,984.501049
43673,130,3,715,28.8404,86.5212,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,8.267119,2.583474,97.369116
43673,131,1,729,183.9382,183.9382,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,17.575547,5.492357,207.002651
43673,132,2,761,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,80.16116,25.050354,944.128386
43673,133,1,762,419.4589,419.4589,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,40.08058,12.525177,472.064193
43673,134,2,738,178.5808,357.1616,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,34.127682,10.664897,401.951684
43673,135,2,770,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,80.16116,25.050354,944.128386
43673,136,1,712,5.1865,5.1865,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,0.495419,0.154818,5.83498
43673,137,2,708,20.1865,40.373,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,3.85775,1.205546,45.43611
43673,138,1,711,20.1865,20.1865,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,1.928696,0.602717,22.715947
43673,139,4,707,20.1865,80.746,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,2,5,7.7155,2.411093,90.87222
43674,140,3,758,874.794,2624.382,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,282,6,5,251.9407,78.7315,2955.0542
43675,141,4,761,419.4589,1677.8356,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,160.517374,50.161674,1888.513268
43675,142,5,711,20.1865,100.9325,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,9.655641,3.017387,113.600201
43675,143,2,738,178.5808,357.1616,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,34.169353,10.677922,402.008052
43675,144,1,708,20.1865,20.1865,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,1.931019,0.603443,22.718753
43675,145,2,762,419.4589,838.9178,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,80.258413,25.080751,944.253417
43675,146,2,758,874.794,1749.588,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,167.38176,52.306794,1969.273901
43675,147,2,712,5.1865,10.373,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,0.992033,0.31001,11.67143
43675,148,1,754,874.794,874.794,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,83.690606,26.153312,984.633733
43675,149,3,715,28.8404,86.5212,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,277,3,5,8.276967,2.586552,97.379873
43676,150,2,776,2024.994,4049.988,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,5,5,388.721667,121.475514,4560.171195
43676,151,2,778,2024.994,4049.988,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,5,5,388.721667,121.475514,4560.171195
43676,152,1,710,5.7,5.7,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,5,5,0.54667,0.170834,6.413091
43676,153,3,775,2024.994,6074.982,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,5,5,583.083864,182.213697,6840.272786
43676,154,4,709,5.7,22.8,2011-05-31 00:00:00.000,2011-06-12 00:00:00.000,2011-06-07 00:00:00.000,5,False,275,5,5,2.188042,0.683763,25.668355
